,id,usingtime
432,433,"{'kukka': 117, 'trive': 28, 'tving': 782, 'coupang': 388, 'bacon': 402, 'moonday': 172, 'milessbook': 81, 'youtube': 58, 'closetshare': 2}"
433,434,"{'socar': 72, 'kukka': 105, 'trive': 436, 'dailyshot': 183, 'laftel': 225, 'coupang': 866, 'milessbook': 705, 'moonday': 223, 'wisely': 778, 'naver': 80}"
434,435,"{'kukka': 715, 'netflix': 475, 'coupang': 692, 'publy': 464, 'youtube': 101, 'watcha': 76, 'melon': 938, 'bacon': 223}"
435,436,"{'trive': 498, 'netflix': 542, 'laftel': 311, 'milessbook': 11, 'moonday': 342, 'watcha': 809, 'tlxpass': 700}"
436,437,"{'tlxpass': 67, 'milessbook': 574, 'moonday': 806, 'closetshare': 730}"
437,438,"{'kukka': 118, 'trive': 248, 'tving': 543, 'dailyshot': 828, 'coupang': 299, 'publy': 817, 'milessbook': 968, 'watcha': 84, 'closetshare': 466, 'bacon': 650}"
438,439,"{'netflix': 720, 'youtube': 429, 'kukka': 109, 'publy': 121}"
439,440,"{'trive': 551, 'tving': 748, 'milessbook': 659, 'moonday': 215, 'melon': 118, 'wisely': 271}"
440,441,"{'socar': 141, 'trive': 618, 'tving': 69, 'laftel': 889, 'coupang': 608, 'moonday': 89, 'milessbook': 680, 'youtube': 337, 'melon': 927}"
441,442,"{'kukka': 931, 'moonday': 868, 'closetshare': 118, 'watcha': 323, 'tlxpass': 656, 'bacon': 344, 'naver': 589}"
442,443,"{'moonday': 94, 'netflix': 286, 'closetshare': 527}"
443,444,"{'kukka': 318, 'netflix': 431, 'trive': 216, 'tving': 682, 'coupang': 443, 'milessbook': 70, 'moonday': 788, 'youtube': 935, 'watcha': 744, 'melon': 263, 'closetshare': 169}"
444,445,"{'moonday': 162, 'youtube': 472}"
445,446,"{'naver': 541, 'milessbook': 403}"
446,447,"{'kukka': 250, 'netflix': 453, 'trive': 899, 'tving': 845, 'publy': 581, 'coupang': 290, 'moonday': 500, 'milessbook': 506, 'closetshare': 587, 'tlxpass': 19, 'bacon': 178, 'naver': 69}"
447,448,"{'wisely': 365, 'trive': 86, 'melon': 334}"
448,449,"{'socar': 106, 'tving': 202, 'dailyshot': 71, 'laftel': 766, 'coupang': 300, 'publy': 284, 'milessbook': 30, 'youtube': 566, 'melon': 876, 'tlxpass': 513, 'naver': 49}"
449,450,"{'netflix': 75, 'coupang': 55, 'publy': 723, 'moonday': 915, 'milessbook': 988, 'melon': 737, 'naver': 660, 'closetshare': 555}"
450,451,"{'kukka': 463, 'tving': 476, 'dailyshot': 444, 'coupang': 829, 'publy': 334, 'watcha': 147, 'naver': 292, 'tlxpass': 33, 'wisely': 143, 'bacon': 401}"
451,452,"{'kukka': 615, 'trive': 882, 'tving': 582, 'coupang': 767, 'bacon': 27, 'youtube': 435, 'tlxpass': 788, 'wisely': 318, 'closetshare': 230}"
452,453,"{'tving': 985, 'laftel': 996, 'melon': 313, 'wisely': 879, 'bacon': 261}"
453,454,"{'watcha': 618, 'coupang': 2, 'dailyshot': 219}"
454,455,"{'socar': 483, 'coupang': 261, 'melon': 174, 'wisely': 211, 'tlxpass': 730, 'bacon': 881}"
455,456,"{'socar': 295, 'tving': 777, 'coupang': 992, 'laftel': 829, 'youtube': 617, 'wisely': 330, 'tlxpass': 100, 'bacon': 545, 'naver': 596}"
456,457,"{'naver': 456, 'moonday': 208}"
457,458,"{'netflix': 851, 'trive': 425, 'dailyshot': 924, 'coupang': 32, 'milessbook': 787, 'youtube': 677, 'naver': 224, 'closetshare': 879}"
458,459,"{'socar': 653, 'watcha': 14, 'coupang': 448}"
459,460,"{'moonday': 368, 'youtube': 504, 'kukka': 445, 'dailyshot': 83}"
460,461,"{'kukka': 963, 'dailyshot': 682, 'coupang': 889, 'publy': 377, 'youtube': 10, 'melon': 948, 'bacon': 965}"
461,462,"{'milessbook': 593, 'watcha': 329}"
462,463,"{'kukka': 742, 'netflix': 485, 'moonday': 235, 'milessbook': 427, 'youtube': 151, 'melon': 536, 'naver': 578, 'tlxpass': 739, 'wisely': 639}"
463,464,"{'kukka': 711, 'netflix': 251, 'tving': 947, 'coupang': 971, 'publy': 287, 'moonday': 435, 'youtube': 624, 'tlxpass': 797, 'wisely': 180, 'closetshare': 339, 'naver': 887}"
464,465,"{'wisely': 397, 'moonday': 944, 'youtube': 217, 'socar': 201}"
465,466,"{'socar': 828, 'publy': 62, 'coupang': 600, 'milessbook': 874, 'youtube': 101, 'closetshare': 102, 'melon': 856, 'tlxpass': 553, 'bacon': 120}"
466,467,"{'trive': 957, 'closetshare': 704, 'dailyshot': 387, 'bacon': 884}"
467,468,"{'kukka': 382, 'trive': 81, 'coupang': 97, 'moonday': 756, 'youtube': 967, 'melon': 107, 'bacon': 975}"
468,469,"{'socar': 769, 'kukka': 538, 'coupang': 920, 'publy': 848, 'laftel': 712, 'watcha': 86}"
469,470,"{'socar': 184, 'trive': 133, 'dailyshot': 665, 'laftel': 333, 'milessbook': 621, 'wisely': 18}"
470,471,"{'socar': 168, 'laftel': 56, 'coupang': 230, 'bacon': 307, 'moonday': 544, 'melon': 751, 'tlxpass': 286, 'closetshare': 103, 'naver': 86}"
471,472,"{'laftel': 762, 'publy': 473}"
472,473,"{'trive': 978, 'dailyshot': 552}"
473,474,"{'wisely': 727, 'milessbook': 732}"
474,475,"{'socar': 774, 'tving': 410, 'trive': 931, 'dailyshot': 154, 'coupang': 415, 'netflix': 40, 'publy': 777, 'milessbook': 838, 'youtube': 358, 'watcha': 95, 'melon': 998, 'naver': 377}"
475,476,"{'wisely': 858, 'melon': 113}"
476,477,"{'socar': 572, 'kukka': 157, 'trive': 410, 'netflix': 296, 'dailyshot': 235, 'moonday': 341, 'youtube': 779, 'wisely': 520, 'bacon': 437}"
477,478,"{'moonday': 736, 'milessbook': 907, 'melon': 683, 'naver': 453, 'wisely': 759}"
478,479,"{'netflix': 553, 'tving': 553, 'publy': 380, 'laftel': 999, 'youtube': 586, 'watcha': 710, 'melon': 974, 'naver': 987, 'tlxpass': 654, 'wisely': 534, 'closetshare': 673}"
479,480,"{'wisely': 42, 'netflix': 27}"
480,481,"{'socar': 223, 'tving': 130, 'trive': 508, 'coupang': 985, 'watcha': 839, 'naver': 514, 'bacon': 859}"
481,482,"{'kukka': 754, 'trive': 161, 'dailyshot': 128, 'coupang': 656, 'publy': 732, 'milessbook': 401, 'moonday': 81, 'youtube': 99, 'melon': 825, 'wisely': 577, 'closetshare': 517, 'naver': 131}"
482,483,"{'kukka': 871, 'tving': 251, 'trive': 319, 'dailyshot': 248, 'laftel': 262, 'publy': 87, 'milessbook': 181, 'moonday': 613, 'wisely': 779}"
483,484,"{'kukka': 74, 'trive': 201, 'tving': 939, 'dailyshot': 910, 'coupang': 391, 'laftel': 826, 'publy': 461, 'netflix': 280, 'milessbook': 224, 'moonday': 987, 'melon': 934, 'wisely': 791, 'closetshare': 405}"
484,485,"{'kukka': 638, 'trive': 781, 'laftel': 251, 'publy': 320, 'youtube': 213, 'tlxpass': 973, 'naver': 708}"
485,486,"{'kukka': 941, 'dailyshot': 933, 'laftel': 980, 'coupang': 397, 'publy': 331, 'milessbook': 75, 'watcha': 162, 'bacon': 525}"
486,487,"{'kukka': 799, 'tving': 488, 'netflix': 406, 'laftel': 453, 'publy': 994, 'bacon': 668, 'coupang': 123, 'melon': 131, 'tlxpass': 157, 'closetshare': 601}"
487,488,"{'wisely': 528, 'trive': 738, 'youtube': 158, 'closetshare': 817}"
488,489,"{'socar': 410, 'kukka': 754, 'trive': 113, 'netflix': 931, 'dailyshot': 398, 'tving': 571, 'milessbook': 228, 'moonday': 307, 'closetshare': 450, 'tlxpass': 483, 'bacon': 160, 'naver': 378}"
489,490,"{'socar': 86, 'kukka': 628, 'trive': 866, 'netflix': 824, 'tving': 1, 'laftel': 840, 'moonday': 458, 'milessbook': 418, 'youtube': 101, 'watcha': 105, 'melon': 266, 'tlxpass': 339, 'closetshare': 70, 'naver': 75}"
490,491,"{'socar': 415, 'kukka': 218, 'tving': 543, 'dailyshot': 152, 'coupang': 213, 'laftel': 114, 'bacon': 921, 'publy': 896, 'milessbook': 784, 'naver': 437, 'tlxpass': 724, 'closetshare': 749}"
491,492,"{'tving': 18, 'netflix': 631, 'dailyshot': 87, 'publy': 167, 'moonday': 889, 'watcha': 455, 'tlxpass': 71, 'closetshare': 664}"
492,493,"{'kukka': 300, 'melon': 901}"
493,494,"{'laftel': 577, 'bacon': 359, 'melon': 182, 'wisely': 911, 'tlxpass': 871, 'closetshare': 977}"
494,495,"{'socar': 411, 'kukka': 65, 'netflix': 289, 'tving': 255, 'dailyshot': 601, 'coupang': 305, 'milessbook': 145, 'moonday': 961, 'melon': 537, 'naver': 699, 'tlxpass': 406}"
495,496,"{'netflix': 123, 'coupang': 880, 'publy': 433, 'bacon': 568, 'milessbook': 343, 'moonday': 940, 'wisely': 191, 'closetshare': 763}"
496,497,"{'socar': 748, 'trive': 58, 'laftel': 702, 'publy': 946, 'milessbook': 140, 'moonday': 302, 'youtube': 478, 'watcha': 623, 'melon': 384, 'wisely': 189, 'tlxpass': 482}"
497,498,"{'melon': 27, 'publy': 290}"
498,499,"{'laftel': 351, 'watcha': 15, 'publy': 284}"
499,500,"{'socar': 210, 'kukka': 335, 'tving': 897, 'dailyshot': 946, 'publy': 226, 'laftel': 59, 'wisely': 737}"
500,501,"{'netflix': 24, 'trive': 799, 'dailyshot': 200, 'laftel': 411, 'naver': 837}"
501,502,"{'socar': 949, 'milessbook': 246, 'youtube': 165, 'watcha': 629, 'wisely': 742, 'closetshare': 434, 'naver': 631}"
502,503,"{'publy': 304, 'milessbook': 886, 'moonday': 561, 'youtube': 748, 'wisely': 415, 'bacon': 64}"
503,504,"{'socar': 45, 'tving': 628, 'trive': 870, 'dailyshot': 271, 'netflix': 743, 'moonday': 974, 'watcha': 678, 'melon': 324, 'naver': 530, 'bacon': 471}"
504,505,"{'kukka': 346, 'trive': 194, 'publy': 929, 'moonday': 823, 'melon': 958, 'tlxpass': 485, 'bacon': 15, 'naver': 725}"
505,506,"{'laftel': 239, 'publy': 528}"
506,507,"{'netflix': 500, 'laftel': 235, 'milessbook': 272, 'wisely': 692, 'tlxpass': 669}"
507,508,"{'socar': 846, 'bacon': 396, 'milessbook': 427, 'watcha': 408, 'tlxpass': 164, 'closetshare': 547}"
508,509,"{'socar': 447, 'trive': 798, 'bacon': 171, 'youtube': 243, 'melon': 60, 'wisely': 600, 'closetshare': 305}"
509,510,"{'moonday': 827, 'watcha': 737}"
510,511,"{'socar': 753, 'trive': 84, 'netflix': 488, 'dailyshot': 710, 'moonday': 938, 'watcha': 942}"
511,512,"{'netflix': 434, 'youtube': 740, 'melon': 125}"
512,513,"{'watcha': 188, 'netflix': 549, 'coupang': 358, 'closetshare': 315}"
513,514,"{'kukka': 513, 'netflix': 390, 'coupang': 494, 'publy': 982, 'milessbook': 462, 'wisely': 637, 'tlxpass': 41}"
514,515,"{'kukka': 728, 'trive': 789, 'netflix': 657, 'dailyshot': 430, 'publy': 648, 'coupang': 297, 'bacon': 299, 'youtube': 667, 'watcha': 202, 'melon': 774, 'wisely': 50, 'tlxpass': 840, 'closetshare': 380, 'naver': 144}"
515,516,"{'socar': 176, 'kukka': 346, 'netflix': 962, 'dailyshot': 261, 'laftel': 750, 'milessbook': 396, 'melon': 818, 'tlxpass': 106, 'closetshare': 172}"
516,517,"{'wisely': 678, 'youtube': 920, 'watcha': 950, 'coupang': 769}"
517,518,"{'socar': 577, 'laftel': 631}"
518,519,"{'kukka': 796, 'tving': 255, 'netflix': 507, 'trive': 201, 'laftel': 617, 'publy': 563, 'melon': 497, 'wisely': 815, 'naver': 298}"
519,520,"{'socar': 330, 'trive': 421, 'netflix': 917, 'dailyshot': 781, 'moonday': 810, 'milessbook': 659, 'melon': 182, 'wisely': 116, 'tlxpass': 773, 'closetshare': 390}"
520,521,"{'dailyshot': 690, 'publy': 984, 'youtube': 985, 'watcha': 896, 'melon': 84, 'tlxpass': 435}"
521,522,"{'netflix': 659, 'dailyshot': 472, 'publy': 512, 'bacon': 699, 'milessbook': 213, 'watcha': 649, 'melon': 191, 'tlxpass': 23, 'closetshare': 440}"
522,523,"{'socar': 55, 'tving': 257, 'trive': 518, 'dailyshot': 865, 'laftel': 574, 'publy': 140, 'milessbook': 656, 'moonday': 482, 'melon': 189, 'tlxpass': 915, 'wisely': 252}"
523,524,"{'moonday': 955, 'socar': 969, 'trive': 716, 'melon': 532}"
524,525,"{'bacon': 846, 'youtube': 393, 'watcha': 297, 'naver': 75, 'closetshare': 479}"
525,526,"{'kukka': 518, 'dailyshot': 52, 'laftel': 897, 'moonday': 554, 'youtube': 136, 'tlxpass': 564}"
526,527,"{'socar': 96, 'coupang': 367}"
527,528,"{'wisely': 872, 'trive': 367}"
528,529,"{'kukka': 314, 'tving': 654, 'trive': 299, 'dailyshot': 806, 'moonday': 908, 'watcha': 181, 'wisely': 795, 'tlxpass': 532}"
529,530,"{'socar': 460, 'trive': 118, 'netflix': 660, 'coupang': 775, 'publy': 530, 'moonday': 99, 'milessbook': 814, 'youtube': 604, 'melon': 776, 'wisely': 80, 'tlxpass': 750, 'bacon': 770}"
530,531,"{'tving': 710, 'youtube': 27}"
531,532,"{'dailyshot': 491, 'coupang': 302}"
532,533,"{'socar': 424, 'tving': 3, 'dailyshot': 744, 'moonday': 860, 'closetshare': 526, 'naver': 342, 'bacon': 652}"
533,534,"{'trive': 452, 'tving': 550, 'publy': 714, 'milessbook': 204, 'wisely': 508, 'bacon': 451, 'naver': 899}"
534,535,"{'tving': 580, 'netflix': 704}"
535,536,"{'tlxpass': 692, 'dailyshot': 112, 'publy': 260}"
536,537,"{'dailyshot': 437, 'moonday': 306, 'watcha': 508, 'tlxpass': 609, 'naver': 572}"
537,538,"{'socar': 780, 'trive': 215, 'tving': 310, 'coupang': 64, 'moonday': 411, 'milessbook': 7, 'watcha': 185, 'wisely': 706}"
538,539,"{'socar': 886, 'closetshare': 485, 'bacon': 11}"
539,540,"{'socar': 242, 'kukka': 127, 'tving': 506, 'dailyshot': 7, 'publy': 861, 'bacon': 733, 'laftel': 918, 'coupang': 865, 'moonday': 495, 'melon': 307, 'wisely': 552, 'closetshare': 681, 'naver': 67}"
540,541,"{'kukka': 818, 'netflix': 160, 'tving': 193, 'laftel': 139, 'coupang': 156, 'melon': 878}"
541,542,"{'socar': 957, 'netflix': 907, 'trive': 845, 'dailyshot': 942, 'coupang': 834, 'bacon': 85, 'laftel': 994, 'milessbook': 936, 'melon': 354, 'naver': 837, 'closetshare': 610}"
542,543,"{'wisely': 143, 'milessbook': 658, 'melon': 416}"
543,544,"{'socar': 989, 'kukka': 668, 'moonday': 764, 'melon': 34, 'naver': 639}"
544,545,"{'socar': 52, 'netflix': 630, 'dailyshot': 709, 'laftel': 125, 'closetshare': 344}"
545,546,"{'trive': 932, 'laftel': 685, 'publy': 319, 'moonday': 209, 'melon': 750, 'tlxpass': 415}"
546,547,"{'socar': 441, 'tving': 579, 'dailyshot': 667, 'coupang': 57, 'laftel': 114, 'publy': 571, 'moonday': 803, 'watcha': 863}"
547,548,"{'tlxpass': 31, 'moonday': 650, 'kukka': 243}"
548,549,"{'wisely': 942, 'closetshare': 650}"
549,550,"{'kukka': 791, 'tving': 366, 'netflix': 740, 'laftel': 859, 'moonday': 919, 'youtube': 70, 'melon': 917, 'wisely': 895, 'tlxpass': 42, 'naver': 169}"
550,551,"{'netflix': 435, 'publy': 217, 'melon': 854, 'tlxpass': 372, 'bacon': 951}"
551,552,"{'netflix': 119, 'tving': 387, 'dailyshot': 894, 'milessbook': 905, 'melon': 335, 'naver': 969}"
552,553,"{'tving': 514, 'publy': 707, 'coupang': 61, 'watcha': 527, 'tlxpass': 192, 'wisely': 200, 'bacon': 45}"
553,554,"{'tlxpass': 379, 'milessbook': 45, 'socar': 133, 'tving': 45}"
554,555,"{'trive': 97, 'publy': 964, 'milessbook': 37, 'youtube': 647, 'watcha': 549, 'melon': 745, 'tlxpass': 466, 'closetshare': 672}"
555,556,"{'milessbook': 589, 'youtube': 304, 'dailyshot': 159, 'publy': 93}"
556,557,"{'kukka': 236, 'bacon': 812}"
557,558,"{'socar': 698, 'kukka': 429, 'netflix': 745, 'dailyshot': 291, 'publy': 909, 'laftel': 791, 'coupang': 398, 'youtube': 559, 'melon': 941, 'wisely': 52, 'bacon': 935}"
558,559,"{'moonday': 970, 'dailyshot': 86}"
559,560,"{'kukka': 703, 'trive': 596, 'netflix': 309, 'bacon': 784, 'milessbook': 63, 'youtube': 40, 'wisely': 322, 'closetshare': 132, 'naver': 720}"
560,561,"{'socar': 340, 'netflix': 507, 'trive': 710, 'dailyshot': 700, 'bacon': 307, 'milessbook': 778, 'watcha': 853, 'melon': 223, 'naver': 27, 'tlxpass': 518, 'wisely': 172, 'closetshare': 219}"
561,562,"{'socar': 223, 'trive': 635, 'milessbook': 233, 'youtube': 599, 'tlxpass': 521, 'naver': 123}"
562,563,"{'netflix': 599, 'dailyshot': 69, 'publy': 422, 'laftel': 935, 'coupang': 31, 'moonday': 699, 'milessbook': 939, 'youtube': 210, 'watcha': 538, 'melon': 288, 'naver': 620, 'bacon': 631}"
563,564,"{'netflix': 54, 'dailyshot': 342, 'publy': 269, 'milessbook': 922, 'youtube': 504, 'melon': 524, 'wisely': 279, 'closetshare': 454, 'naver': 428}"
564,565,"{'socar': 506, 'kukka': 19, 'netflix': 517, 'coupang': 130, 'milessbook': 327, 'watcha': 828, 'tlxpass': 842, 'closetshare': 426, 'naver': 456}"
565,566,"{'moonday': 720, 'coupang': 269, 'bacon': 409}"
566,567,"{'netflix': 551, 'dailyshot': 338, 'laftel': 641, 'coupang': 293, 'moonday': 989, 'youtube': 798, 'naver': 577, 'tlxpass': 6, 'closetshare': 881}"
567,568,"{'socar': 735, 'netflix': 984, 'laftel': 856, 'publy': 529, 'coupang': 107, 'milessbook': 804, 'wisely': 76, 'tlxpass': 227, 'bacon': 676}"
568,569,"{'tlxpass': 683, 'kukka': 759, 'closetshare': 699, 'melon': 892}"
569,570,"{'closetshare': 852, 'watcha': 4, 'melon': 605, 'dailyshot': 223}"
570,571,"{'tving': 293, 'publy': 146, 'youtube': 377, 'naver': 713, 'bacon': 460}"
571,572,"{'socar': 215, 'tving': 794, 'netflix': 942, 'milessbook': 386, 'bacon': 589}"
572,573,"{'netflix': 603, 'dailyshot': 538, 'coupang': 684, 'publy': 103, 'laftel': 594, 'moonday': 369, 'youtube': 211, 'naver': 437, 'wisely': 988, 'closetshare': 115}"
573,574,"{'tlxpass': 727, 'trive': 946, 'coupang': 411, 'publy': 378}"
574,575,"{'socar': 616, 'kukka': 488, 'tving': 175, 'laftel': 195, 'coupang': 897, 'melon': 829, 'naver': 437, 'tlxpass': 498, 'closetshare': 412}"
575,576,"{'tving': 912, 'netflix': 813, 'dailyshot': 229, 'coupang': 139, 'trive': 911, 'moonday': 558, 'melon': 330}"
576,577,"{'wisely': 871, 'milessbook': 64, 'dailyshot': 282}"
577,578,"{'wisely': 926, 'trive': 307, 'laftel': 662}"
578,579,"{'naver': 870, 'kukka': 742, 'publy': 164}"
579,580,"{'youtube': 167, 'dailyshot': 62, 'closetshare': 789, 'publy': 903}"
580,581,"{'laftel': 355, 'milessbook': 936, 'tving': 858, 'melon': 185}"
581,582,"{'watcha': 66, 'bacon': 471}"
582,583,"{'trive': 237, 'publy': 243, 'netflix': 240}"
583,584,"{'tving': 174, 'netflix': 497, 'publy': 973, 'milessbook': 754, 'watcha': 364, 'wisely': 237}"
584,585,"{'netflix': 281, 'trive': 514, 'laftel': 755, 'publy': 312, 'youtube': 179, 'naver': 463, 'tlxpass': 999, 'wisely': 284, 'closetshare': 449}"
585,586,"{'tving': 882, 'netflix': 414, 'dailyshot': 509, 'youtube': 60, 'watcha': 341, 'wisely': 201, 'naver': 373}"
586,587,"{'socar': 785, 'kukka': 357, 'publy': 709, 'coupang': 919, 'moonday': 41, 'watcha': 688, 'tlxpass': 576}"
587,588,"{'kukka': 140, 'tving': 37, 'bacon': 207, 'moonday': 132, 'youtube': 106, 'wisely': 880, 'closetshare': 544, 'naver': 126}"
588,589,"{'tving': 208, 'moonday': 849, 'youtube': 95, 'watcha': 537, 'melon': 195, 'closetshare': 460}"
589,590,"{'kukka': 40, 'netflix': 866, 'tving': 3, 'dailyshot': 597, 'publy': 467, 'trive': 480, 'moonday': 24, 'youtube': 942, 'melon': 501, 'tlxpass': 111}"
590,591,"{'socar': 61, 'coupang': 893, 'watcha': 115, 'publy': 530}"
591,592,"{'trive': 514, 'coupang': 619, 'closetshare': 230, 'bacon': 926}"
592,593,"{'tlxpass': 658, 'milessbook': 111, 'socar': 137, 'netflix': 85}"
593,594,"{'laftel': 55, 'moonday': 995, 'youtube': 0, 'watcha': 701, 'tlxpass': 662, 'naver': 714}"
594,595,"{'naver': 985, 'bacon': 577}"
595,596,"{'naver': 375, 'watcha': 560, 'melon': 660}"
596,597,"{'kukka': 46, 'netflix': 793, 'dailyshot': 143, 'publy': 720, 'bacon': 410, 'naver': 197, 'tlxpass': 947, 'closetshare': 110}"
597,598,"{'kukka': 821, 'tving': 540, 'netflix': 403, 'dailyshot': 383, 'laftel': 534, 'milessbook': 656, 'moonday': 595, 'youtube': 949, 'melon': 519, 'tlxpass': 543, 'wisely': 965, 'naver': 518}"
598,599,"{'netflix': 632, 'tving': 447, 'laftel': 987, 'coupang': 905, 'publy': 765}"
599,600,"{'wisely': 839, 'socar': 191, 'laftel': 957}"
600,601,"{'socar': 480, 'tving': 206, 'trive': 121, 'dailyshot': 926, 'moonday': 521, 'milessbook': 767, 'watcha': 867, 'wisely': 903, 'closetshare': 33}"
601,602,"{'socar': 102, 'tving': 452, 'laftel': 440, 'publy': 806, 'youtube': 518, 'tlxpass': 856}"
602,603,"{'kukka': 671, 'trive': 259, 'netflix': 448, 'coupang': 875, 'naver': 537, 'wisely': 556}"
603,604,"{'socar': 971, 'kukka': 786, 'trive': 806, 'laftel': 433, 'publy': 745, 'closetshare': 775}"
604,605,"{'socar': 724, 'tving': 135}"
605,606,"{'kukka': 662, 'trive': 611, 'netflix': 80, 'dailyshot': 364, 'coupang': 133, 'publy': 730, 'laftel': 490, 'moonday': 108, 'youtube': 134, 'watcha': 575, 'melon': 302, 'tlxpass': 886, 'bacon': 143}"
606,607,"{'netflix': 892, 'tving': 359, 'laftel': 530, 'publy': 499, 'youtube': 506, 'wisely': 367, 'closetshare': 700, 'naver': 243}"
607,608,"{'tving': 574, 'dailyshot': 319, 'coupang': 114, 'publy': 187, 'moonday': 831, 'youtube': 256, 'wisely': 569}"
608,609,"{'milessbook': 116, 'tving': 191}"
609,610,"{'naver': 274, 'netflix': 62, 'kukka': 891, 'dailyshot': 773}"
610,611,"{'tving': 698, 'dailyshot': 924, 'melon': 361, 'tlxpass': 929, 'bacon': 11, 'naver': 125}"
611,612,"{'trive': 999, 'netflix': 944, 'dailyshot': 130, 'coupang': 412, 'tving': 29, 'naver': 37, 'closetshare': 779}"
612,613,"{'dailyshot': 171, 'coupang': 990, 'bacon': 324, 'moonday': 971, 'closetshare': 61}"
613,614,"{'moonday': 921, 'youtube': 358, 'kukka': 384}"
614,615,"{'socar': 345, 'kukka': 462, 'tving': 35, 'bacon': 873, 'laftel': 644, 'milessbook': 466, 'tlxpass': 498, 'closetshare': 197}"
615,616,"{'tving': 935, 'bacon': 479, 'milessbook': 717, 'watcha': 76, 'wisely': 937, 'closetshare': 139, 'naver': 88}"
616,617,"{'socar': 248, 'kukka': 974, 'tving': 306, 'netflix': 707, 'trive': 605, 'milessbook': 500, 'watcha': 481, 'melon': 635, 'tlxpass': 469, 'closetshare': 580}"
617,618,"{'tlxpass': 695, 'milessbook': 633, 'tving': 619}"
618,619,"{'trive': 829, 'laftel': 183, 'coupang': 230, 'youtube': 287, 'wisely': 363, 'closetshare': 245, 'naver': 85}"
619,620,"{'dailyshot': 523, 'bacon': 168}"
620,621,"{'wisely': 719, 'tving': 578, 'closetshare': 855, 'bacon': 881}"
621,622,"{'tlxpass': 6, 'tving': 25, 'wisely': 212, 'naver': 438}"
622,623,"{'naver': 633, 'moonday': 338, 'youtube': 683, 'bacon': 742}"
623,624,"{'socar': 124, 'trive': 264, 'tving': 747, 'netflix': 429, 'youtube': 28, 'melon': 629, 'wisely': 820}"
624,625,"{'socar': 884, 'tving': 542, 'dailyshot': 622, 'moonday': 766, 'youtube': 346, 'tlxpass': 293, 'closetshare': 348}"
625,626,"{'socar': 545, 'kukka': 757, 'trive': 897, 'moonday': 976, 'milessbook': 434, 'closetshare': 913}"
626,627,"{'kukka': 332, 'tving': 349, 'trive': 525, 'dailyshot': 647, 'netflix': 582, 'moonday': 707, 'milessbook': 683, 'watcha': 28, 'tlxpass': 381, 'naver': 52}"
627,628,"{'kukka': 138, 'trive': 457, 'coupang': 665, 'watcha': 132, 'melon': 718}"
628,629,"{'socar': 794, 'publy': 164, 'youtube': 667, 'watcha': 833, 'closetshare': 413}"
629,630,"{'trive': 315, 'bacon': 179, 'publy': 531, 'moonday': 985, 'youtube': 396, 'tlxpass': 419, 'closetshare': 67}"
630,631,"{'socar': 240, 'trive': 9, 'tving': 508, 'laftel': 80, 'publy': 706, 'bacon': 599, 'moonday': 735, 'melon': 613, 'wisely': 249, 'closetshare': 816}"
631,632,"{'tving': 193, 'laftel': 29, 'publy': 952, 'milessbook': 754, 'tlxpass': 272, 'wisely': 334}"
632,633,"{'trive': 844, 'dailyshot': 189, 'laftel': 549, 'watcha': 81, 'tlxpass': 538, 'wisely': 427, 'closetshare': 371}"
633,634,"{'tving': 11, 'laftel': 124, 'moonday': 942, 'watcha': 481, 'melon': 91, 'tlxpass': 884}"
634,635,"{'kukka': 476, 'coupang': 96, 'bacon': 828, 'laftel': 208, 'publy': 984, 'watcha': 118, 'tlxpass': 630, 'wisely': 403, 'closetshare': 428}"
635,636,"{'socar': 214, 'dailyshot': 975, 'moonday': 995, 'watcha': 761, 'tlxpass': 38}"
636,637,"{'laftel': 279, 'moonday': 588, 'milessbook': 270, 'youtube': 845, 'watcha': 158, 'melon': 242, 'naver': 981, 'wisely': 526, 'bacon': 229}"
637,638,"{'socar': 64, 'netflix': 140, 'trive': 298, 'bacon': 57, 'youtube': 753, 'naver': 164, 'closetshare': 710}"
638,639,"{'kukka': 818, 'trive': 894, 'laftel': 809, 'wisely': 260, 'bacon': 918, 'naver': 726}"
639,640,"{'coupang': 82, 'moonday': 343, 'milessbook': 597, 'watcha': 545, 'naver': 830, 'tlxpass': 238, 'wisely': 850}"
640,641,"{'laftel': 932, 'coupang': 881, 'publy': 466}"
641,642,"{'kukka': 109, 'coupang': 390, 'dailyshot': 38}"
642,643,"{'socar': 422, 'laftel': 571, 'bacon': 239}"
643,644,"{'tving': 473, 'milessbook': 689, 'moonday': 353, 'melon': 907, 'naver': 903, 'wisely': 699}"
644,645,"{'trive': 695, 'bacon': 362, 'milessbook': 663, 'naver': 585, 'closetshare': 824}"
645,646,"{'netflix': 735, 'watcha': 143, 'melon': 473}"
646,647,"{'tving': 606, 'laftel': 531, 'coupang': 558, 'moonday': 284, 'tlxpass': 894, 'wisely': 268}"
647,648,"{'socar': 329, 'kukka': 662, 'trive': 515, 'tving': 248, 'coupang': 722, 'laftel': 973, 'milessbook': 975, 'youtube': 467, 'wisely': 619, 'closetshare': 600}"
648,649,"{'socar': 662, 'kukka': 614, 'netflix': 980, 'tving': 815, 'dailyshot': 123, 'publy': 574, 'laftel': 365, 'youtube': 554, 'closetshare': 832, 'melon': 802, 'watcha': 821, 'naver': 403, 'wisely': 259, 'bacon': 739}"
649,650,{'milessbook': 760}
